Region,Country,IncomeGroup,IDA Status,Financial closure year,Financial closure Month,Project name,RelatedNames,Type of PPI,Subtype of PPI,Project status,Primary sector,Subsector,Segment,Location,ContractPeriod,GovtGrantingContract,DirectGovtSupport,DirectGovtSupportValue,InDirectGovtSupport,InDirectGovtSupportValue,Total Equity,InvestmentYear,PercentPrivate,FeesToGovernment,PhysicalAssets,TotalInvestment,CapacityType,Capacity,Technology,RelatedProjects,BidCriteria,AwardMethod,NumberOfBids,Sponsors,Sponsors Country,Main Revenue Source,Other Revenue Source,MultiLateralSupport,BiLateralSupport,TotalDebtFunding,DebtEquityGrantRatio,ProjectBanks,UnsolicitedProposal,PublicDisclosure,is_resilient
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,October,Bengbu Xinao Gas Company Limited,,Greenfield project,"Build, operate, and transfer",Active,Energy,Natural Gas,Natural gas distribution,"Bengbu City, Anhui province",30,Local/Municipal,Not Available,,Not Available,,,2001,70,0,39.86,39.86,KM,25,,,,Not Available,,Xinao Gas Holdings Limited (Not Available / 70% ),China,Not Applicable,,No,No,,,,,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,March,China Netcom,Jitong Communications,Divestiture,Partial,Active,Information and communication technology (ICT),ICT,Other,Northern China,Not Available,Not Available,Not Available,,Not Available,,,2001,12,325,0,325.0,KM,8490,,,,Not Available,,Others (Not Available / 26% ),..,Not Applicable,,No,No,,,,,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,May,China Railway Erju Co. Ltd.,,Divestiture,Partial,Active,Transport,Railways,"Fixed assets, freight and passenger","Chengdu, Sichuan Province",Not Available,National,Not Available,,Not Available,,,2001,27,0,126.2,126.2,KM,Not Available,,,Not Available,Competitive bidding,Not Available,Others (Not Available / Not Available% ),..,Not Applicable,,No,No,,,,,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,July,Chongqing City Water Supply,,Management and lease contract,Management contract,Active,Water and sewerage,Water Utility,Water utility without sewerage,"Yongchuan City, Chongqing Muncipality",50,Local/Municipal,Not Available,,Not Available,,,2001,100,13.2,0,13.2,Population (in thousands),300,,,,Not Available,,China Water Affairs Group Ltd (Not Available / 100% ),"Hong Kong, China",Not Applicable,,No,No,,,,,No,1.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,January,"CLP Guohua Power Co., Ltd.",Evergreen Joint Stock Company,Divestiture,Partial,Active,Energy,Electricity,Electricity generation,"Beijing, Hebei, Tianjin, Shaanxi",Not Available,Not Available,Not Available,,Not Available,,,2001,49,107,0,107.0,MW,2100,Coal,,,Not Available,,China Light and Power Ltd. (Not Available / 49% ),"Hong Kong, China",Not Applicable,,No,No,,,,,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,October,Deqing Wah Sang Gas Project,,Greenfield project,"Build, operate, and transfer",Active,Energy,Natural Gas,Natural gas distribution,"Deqing County, Zhejiang Province",50,Local/Municipal,Not Available,,Not Available,,,2001,90,0,2.56,2.56,Not Available,Not Available,,,Not Applicable,Not Available,,Wah Sang Gas Holdings Limited (Not Available / 90% ),"Hong Kong, China",Not Applicable,,No,No,,,,,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,October,Dongying Yellow River Roadway Bridge,,Greenfield project,"Build, operate, and transfer",Active,Transport,Roads,Bridge,"Dongying City, Shandong Province",25,Local/Municipal,Not Available,,Not Available,,,2001,50,0,103.86,103.86,Not Available,Not Available,,,Not Applicable,Not Available,,Keda Group (Not Available / 50% ),China,Not Applicable,,No,No,,,,,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,January,Fujian Expressway Development Co. Ltd.,Fuzhou-Xiamen Expressway,Divestiture,Partial,Active,Transport,Roads,Highway,"Fuzhou City, Fujian Province",Not Available,National,Not Available,,Not Available,,,2001,29.2,0,212.1,212.1,Not Available,Not Available,,,Not Available,Competitive bidding,Not Available,Others (Not Available / 30% ),..,Not Applicable,,No,No,,,,,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,February,Funing Wah Sang Gas Project,,Greenfield project,"Build, operate, and transfer",Cancelled,Energy,Natural Gas,Natural gas distribution,"Funing City, Anhui Province",50,Local/Municipal,Not Available,,Not Available,,,2001,100,0,0,,Not Available,Not Available,,,,Not Available,,Wah Sang Gas Holdings Limited (Not Available / 100% ),"Hong Kong, China",Not Applicable,,No,No,,,,,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,December,Gaoyou Xinao Gas Company Limited,,Brownfield,"Rehabilitate, operate, and transfer",Active,Energy,Natural Gas,Natural gas distribution,"Gaoyou City, Jiangsu Province",30,Local/Municipal,Not Available,,Not Available,,,2001,100,2.42,0,2.42,Not Available,Not Available,,,Not Applicable,Not Available,,Xinao Gas Holdings Limited (Not Available / 100% ),China,Not Applicable,,No,No,,,,,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,October,Gourong Wah Sang Gas Project,,Greenfield project,"Build, operate, and transfer",Active,Energy,Natural Gas,Natural gas distribution,"Gourong City, Jiangsu Province",50,Local/Municipal,Not Available,,Not Available,,,2001,100,0,12.8,12.8,Not Available,Not Available,,,Not Applicable,Not Available,,Wah Sang Gas Holdings Limited (Not Available / 100% ),"Hong Kong, China",Not Applicable,,No,No,,,,,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,July,Guangzhou Container Terminal Ltd,,Brownfield,"Rehabilitate, operate, and transfer",Active,Transport,Ports,Terminal,"Guangzhou City, Guangdong Province",50,National,Not Available,,Not Available,,,2001,49,100,0,100.0,Not Available,Not Available,,,,Direct negotiation,,PSA Corp (Not Available / 49% ),Singapore,Not Applicable,,No,No,,,,,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,July,Guangzhou Container Terminal Ltd,,Brownfield,"Rehabilitate, operate, and transfer",Active,Transport,Ports,Terminal,"Guangzhou City, Guangdong Province",50,National,Not Available,,Not Available,,,2006,49,0,500,500.0,Not Available,300000,,,,Direct negotiation,,PSA Corp (Not Available / 49% ),Singapore,Not Applicable,,No,No,,,,,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,January,Jimo Hong Kong and China Gas Company Limited,,Greenfield project,"Build, operate, and transfer",Active,Energy,Natural Gas,Natural gas distribution,"Jimo, Shandong Province",30,Local/Municipal,Not Available,,Not Available,,,2001,90,0,4.47,4.47,Not Available,Not Available,,,Not Applicable,Not Available,,Hong Kong and China Gas Company (Not Available / 90% ),"Hong Kong, China",Not Applicable,,No,No,,,,,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,November,Liuyang Wah Sang Gas Project,,Greenfield project,"Build, operate, and transfer",Cancelled,Energy,Natural Gas,Natural gas distribution,"Liuyang City, Hunan Province",50,Local/Municipal,Not Available,,Not Available,,,2001,100,0,2.54,2.54,Not Available,Not Available,,,,Not Available,,Wah Sang Gas Holdings Limited (Not Available / 100% ),"Hong Kong, China",Not Applicable,,No,No,,,,,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,November,Longquan Ruiyang Phase II Hydroelectric Power Plant,,Greenfield project,"Build, operate, and transfer",Active,Energy,Electricity,Electricity generation,"Longquan City, Zhejiang Province",50,Not Available,Not Available,,Not Available,,,2001,Not Available,0,24.1,24.1,MW,30,"Hydro, Small (<50MW)",,Not Applicable,Not Available,,Farsighted Investment (Not Available / Not Available% ),China,Not Applicable,,No,No,,,,,No,1.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,August,Luannan Peak Heat and Power Company Ltd.,,Divestiture,Partial,Active,Energy,Electricity,Electricity generation,"Tangshan, Hebei Province",20,Not Available,Not Available,,Not Available,,,2001,88,118.8,0,118.8,MW,100,Coal,,Not Applicable,Not Available,,Banpu Public Company (Not Available / 88% ),Thailand,Not Applicable,,IFC (Loan / $.. Million / 2001),No,,,,,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,September,Nanjing (Sushui) Wah Sang Gas Project,,Greenfield project,"Build, operate, and transfer",Active,Energy,Natural Gas,Natural gas distribution,"Nanjing City, Jiangsu Province",50,Local/Municipal,Not Available,,Not Available,,,2001,100,0,1.92,1.92,Not Available,Not Available,,,Not Applicable,Not Available,,Wah Sang Gas Holdings Limited (Not Available / 100% ),"Hong Kong, China",Not Applicable,,No,No,,,,,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,January,Niu Tianyang Fast Track and Jinsha West Road Xiyan Packing,,Greenfield project,"Build, operate, and transfer",Active,Transport,Roads,Highway,"Guangdong Province, Shantou City",20,National,Not Available,,Not Available,,,2018,Not Available,Not Applicable,2067.28,2067.28,KM,Not Available,,,Lowest government payments,Competitive bidding,Not Available,Others (Not Available / Not Available% ),..,Fixed annuity/availability payment(s) from the government,,No,No,,,,No,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,September,"Panva Gas (Yunnan) Co., Ltd.",,Brownfield,"Rehabilitate, operate, and transfer",Active,Energy,Natural Gas,Natural gas distribution,"Kunming City, Yunnan Province",50,Not Available,Not Available,,Not Available,,,2001,57,9.66,0,9.66,Not Available,Not Available,,,Not Applicable,Not Available,,Panva Gas Holding (Not Available / 57% ),"Hong Kong, China",Not Applicable,,No,No,,,,,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,September,Qianan Xin Di Thermal Power,,Brownfield,"Rehabilitate, operate, and transfer",Active,Energy,Electricity,Electricity generation,Not Available,28,Not Available,Not Available,,Not Available,,,2001,65,0,33.5,33.5,MW,21,Coal,,Not Applicable,Not Available,,SembCorp Industries (Not Available / Not Available% ),Singapore,Not Applicable,,No,No,,,,,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,September,Qianan Xin Di Thermal Power,,Brownfield,"Rehabilitate, operate, and transfer",Active,Energy,Electricity,Electricity generation,Not Available,28,Not Available,Not Available,,Not Available,,,2004,65,0,7.25,7.25,MW,36,Coal,,Not Applicable,Not Available,,SembCorp Industries (Not Available / Not Available% ),Singapore,Not Applicable,,No,No,,,,,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,January,Qingdao Xinao Xincheng Gas Company Limited,Chengyang Xinao Gas Company Limited,Greenfield project,"Build, operate, and transfer",Active,Energy,Natural Gas,Natural gas distribution,"Qingdao City, Shandong Province",30,Local/Municipal,Not Available,,Not Available,,,2001,90,0,15.7,15.7,Not Available,Not Available,,,,Not Available,,Xinao Gas Holdings Limited (Not Available / 90% ),China,Not Applicable,,No,No,,,,,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,January,Qitaihe Water Project,,Greenfield project,"Build, operate, and transfer",Active,Water and sewerage,Treatment plant,Potable water treatment plant,"Qitaihe City, Heilongjiang Province",25,Local/Municipal,Not Available,,Not Available,,,2001,90.9,0,12,12.0,Cubic meters per day (in thousands),111,,,,Not Available,,"RWE (Not Available / 45% ), 

Sime Darby Bhd. (Not Available / 31% )","Germany, 

Malaysia",Not Applicable,,No,No,,,,,No,1.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,January,Shanghai Fengxian Saur Water,SFSW,Brownfield,"Rehabilitate, operate, and transfer",Cancelled,Water and sewerage,Treatment plant,Potable water treatment plant,Fengxian District of Shanghai,11,Local/Municipal,Not Available,,Not Available,,,2001,50,10.3,0,10.3,Cubic meters per day (in thousands),100,,,,Not Available,,Saur (Not Available / 50% ),France,Not Applicable,,No,No,,,,,No,1.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,November,Shenzhen Wastewater Treatment Plants,,Management and lease contract,Management contract,Active,Water and sewerage,Treatment plant,Sewerage treatment plant,"Shenzhen city, Guangdong province",15,Local/Municipal,Not Available,,Not Available,,,2001,100,0,0,,Cubic meters per day (in thousands),65,,,Not Available,Competitive bidding,4,Anhui Guozhen Environmental Protection Science & Technology Co. Ltd. (Not Available / 100% ),China,Not Applicable,,No,No,,,,,No,1.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,January,Shouguang Wah Sang Gas Project,,Greenfield project,"Build, operate, and transfer",Active,Energy,Natural Gas,Natural gas distribution,"Shouguang City, Shandong Province",50,Local/Municipal,Not Available,,Not Available,,,2001,75,0,2.42,2.42,Not Available,Not Available,,,Not Applicable,Not Available,,Wah Sang Gas Holdings Limited (Not Available / 75% ),"Hong Kong, China",Not Applicable,,No,No,,,,,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,December,Songyang Lake Phase III project of the Chenglingji Port Area of Yueyang Port,,Greenfield project,Not Available,Active,Transport,Ports,Terminal,"Chenglingji Port Area of ??Yueyang Port, Hunan Province, China",Not Available,State/Provincial,Capital subsidy,Not Available,Not Available,,,2024,Not Available,Not Available,Not Available,184.76,Throughput (thousands of tons per year),7600,,,,Not Available,,Others (Not Available / 100% ),..,User fees,,No,No,,,,No,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,October,Suqian Wah Sang Gas Project,,Greenfield project,"Build, operate, and transfer",Active,Energy,Natural Gas,Natural gas distribution,"Suqian City, Jiangsu Province",50,Local/Municipal,Not Available,,Not Available,,,2001,100,0,2.42,2.42,Not Available,Not Available,,,Not Applicable,Not Available,,Wah Sang Gas Holdings Limited (Not Available / 100% ),"Hong Kong, China",Not Applicable,,No,No,,,,,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,November,Tonglu Wah Sang Gas Project,,Greenfield project,"Build, operate, and transfer",Active,Energy,Natural Gas,Natural gas distribution,"Tonglu County, Zhejiang Province",50,Local/Municipal,Not Available,,Not Available,,,2001,Not Available,0,0,,Not Available,Not Available,,,Not Applicable,Not Available,,Wah Sang Gas Holdings Limited (Not Available / 98% ),"Hong Kong, China",Not Applicable,,No,No,,,,,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,November,Tonglu Wah Sang Gas Project,,Greenfield project,"Build, operate, and transfer",Active,Energy,Natural Gas,Natural gas distribution,"Tonglu County, Zhejiang Province",50,Local/Municipal,Not Available,,Not Available,,,2002,98,0,2.56,2.56,Not Available,Not Available,,,Not Applicable,Not Available,,Wah Sang Gas Holdings Limited (Not Available / 98% ),"Hong Kong, China",Not Applicable,,No,No,,,,,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,December,Xi Lang Wastewater,Pearl River Wastewater plant,Greenfield project,"Build, operate, and transfer",Active,Water and sewerage,Treatment plant,Sewerage treatment plant,"Guangzhou City, Guangdong",20,Local/Municipal,Not Available,,Not Available,,,2001,67,0,120,120.0,Cubic meters per day (in thousands),400,,,,Not Available,,Tyco International (Not Available / 67% ),United States,Not Applicable,,No,No,,,,,No,1.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,August,Xiamen Airport Cargo Terminal,"Gaoqi Terminal, Xiamen Airport Cargo Transport Co.",Greenfield project,"Build, operate, and transfer",Active,Transport,Airports,Terminal,"Xiamen City, Fujian Province",30,Local/Municipal,Not Available,,Not Available,,,2001,49,0,27.17,27.17,Other,Not Available,,,,Direct negotiation,,Others (Not Available / 49% ),..,Not Applicable,,No,No,,,,,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,October,Xianyang Xinao Gas Company Limited,,Brownfield,"Rehabilitate, operate, and transfer",Active,Energy,Natural Gas,Natural gas distribution,"Xianyang City, Shaanxi Province",30,Local/Municipal,Not Available,,Not Available,,,2001,40,8.33,0,8.33,Not Available,Not Available,,,Not Available,Competitive bidding,Not Available,Xinao Gas Holdings Limited (Not Available / 40% ),China,Not Applicable,,No,No,,,,,No,0.0
East Asia and Pacific,China,Upper middle income,Non-IDA,2001,January,Xiao Shun Jiang Water Project,,Greenfield project,"Build, own, and operate",Cancelled,Water and sewerage,Treatment plant,Potable water treatment plant,"Shaoxing city, Zhejiang Province",20,Local/Municipal,Not Available,,Not Available,,,2001,40,0,26,26.0,Cubic meters per day (in thousands),400,,,,Not Available,,"RWE (Not Available / 20% ), 

Sime Darby Bhd. (Not Available / 14% )","Germany, 

Malaysia",Not Applicable,,No,No,,,,,No,1.0
